Observations	YearOrd	Day	quantum	GroupCount	mean_MO	median_MO	numel_MO	std_MO	Fun5_MO	Fun6_MO	mean_Fco2_21m_nee_stat_int_Ustar	median_Fco2_21m_nee_stat_int_Ustar	numel_Fco2_21m_nee_stat_int_Ustar	std_Fco2_21m_nee_stat_int_Ustar	Fun5_Fco2_21m_nee_stat_int_Ustar	Fun6_Fco2_21m_nee_stat_int_Ustar	mean_Fco2_21m_nee_stat_int	median_Fco2_21m_nee_stat_int	numel_Fco2_21m_nee_stat_int	std_Fco2_21m_nee_stat_int	Fun5_Fco2_21m_nee_stat_int	Fun6_Fco2_21m_nee_stat_int	mean_w_h2o_21m	median_w_h2o_21m	numel_w_h2o_21m	std_w_h2o_21m	Fun5_w_h2o_21m	Fun6_w_h2o_21m	mean_w_h2o_21m_Ustar	median_w_h2o_21m_Ustar	numel_w_h2o_21m_Ustar	std_w_h2o_21m_Ustar	Fun5_w_h2o_21m_Ustar	Fun6_w_h2o_21m_Ustar	mean_q	median_q	numel_q	std_q	Fun5_q	Fun6_q
2012_69_night	2012	69	night	25	3	3	25	0	3	3	0.02775	-0.04	4	0.253705045278962	-0.1235	0.179	0.116363636363636	0.01	11	0.324398604413543	-0.053	0.2395	-0.00315	0.007	20	0.0469683824223107	-0.0115	0.022	-0.0545	-0.0805	4	0.0898387444257766	-0.1095	0.0005	0	0	25	0	0	0
2012_69_day	2012	69	day	23	3	3	23	0	3	3	0.815933333333333	0.595	15	0.675755288195223	0.35275	1.49	0.747722222222222	0.5895	18	0.66029831097552	0.245	1.1	0.320111111111111	0.3345	18	0.241971774943445	0.174	0.507	0.3506	0.362	15	0.248232264508176	0.18575	0.534	1	1	23	0	1	1
2012_70_night	2012	70	night	25	3	3	25	0	3	3	0.0755	0.287	6	0.497840838019542	-0.375	0.407	0.17	0.327	9	0.476876556353948	-0.192	0.46175	-0.00504545454545454	0.004	22	0.0721113406791571	-0.045	0.043	0.051	0.03	6	0.0565084064542613	0.006	0.099	0	0	25	0	0	0
2012_70_day	2012	70	day	23	3	3	23	0	3	3	0.816142857142857	0.582	21	0.883426243990651	0.1275	1.5425	0.780272727272727	0.5515	22	0.878398932138857	0.045	1.52	0.308227272727273	0.2935	22	0.246239900797147	0.074	0.502	0.320952380952381	0.298	21	0.244796339063818	0.1565	0.52025	1	1	23	0	1	1
2012_71_night	2012	71	night	24	3	3	24	0	3	3	0.18065	0.0755	20	0.717134742899606	-0.3795	0.6195	0.18065	0.0755	20	0.717134742899606	-0.3795	0.6195	0.137541666666667	0.0405	24	0.310124516250667	-0.055	0.2535	0.1766	0.0645	20	0.326773122646601	0.0055	0.3595	0	0	24	0	0	0
2012_71_day	2012	71	day	24	3	3	24	0	3	3	0.330904761904762	0.411	21	0.652699234315615	-0.0575	0.805	0.290681818181818	0.339	22	0.664321665228355	-0.11	0.74	0.459318181818182	0.5095	22	0.346530475037723	0.355	0.744	0.479428571428571	0.537	21	0.341680050841218	0.36025	0.7575	1	1	24	0	1	1
2012_72_night	2012	72	night	24	3	3	24	0	3	3	0.454380952380952	0.392	21	0.561502045961586	-0.01175	0.709	0.454380952380952	0.392	21	0.561502045961586	-0.01175	0.709	0.438636363636364	0.4685	22	0.434435435002886	-0.008	0.776	0.438636363636364	0.4685	22	0.434435435002886	-0.008	0.776	0	0	24	0	0	0
2012_72_day	2012	72	day	24	3	3	24	0	3	3	0.3795	0.2935	24	0.615958143693716	0.017	0.839	0.3795	0.2935	24	0.615958143693716	0.017	0.839	0.45	0.443	24	0.483329125418964	0.195	0.681	0.45	0.443	24	0.483329125418964	0.195	0.681	1	1	24	0	1	1
2012_73_night	2012	73	night	24	3	3	24	0	3	3	0.815782608695652	0.93	23	0.483119781545072	0.4805	1.1925	0.815782608695652	0.93	23	0.483119781545072	0.4805	1.1925	0.704652173913043	0.794	23	0.388179387853284	0.44625	1.00525	0.704652173913043	0.794	23	0.388179387853284	0.44625	1.00525	0	0	24	0	0	0
2012_73_day	2012	73	day	24	3	3	24	0	3	3	0.427333333333333	0.4535	24	0.480290733208332	0.205	0.7255	0.427333333333333	0.4535	24	0.480290733208332	0.205	0.7255	0.797458333333333	0.8805	24	0.395301533688186	0.625	1.015	0.797458333333333	0.8805	24	0.395301533688186	0.625	1.015	1	1	24	0	1	1
2012_74_night	2012	74	night	24	3	3	24	0	3	3	0.593916666666667	0.542	24	0.380365604062227	0.334	0.8525	0.593916666666667	0.542	24	0.380365604062227	0.334	0.8525	0.525291666666667	0.585	24	0.293891651014846	0.2455	0.783	0.525291666666667	0.585	24	0.293891651014846	0.2455	0.783	0	0	24	0	0	0
2012_74_day	2012	74	day	24	3	3	24	0	3	3	0.532666666666667	0.533	24	0.549004606511653	0.2725	0.8625	0.532666666666667	0.533	24	0.549004606511653	0.2725	0.8625	0.453125	0.495	24	0.485239457919221	0.119	0.8	0.453125	0.495	24	0.485239457919221	0.119	0.8	1	1	24	0	1	1
2012_75_night	2012	75	night	24	3	3	24	0	3	3	0.593294117647059	0.7	17	0.413235369478745	0.3425	0.94625	0.647	0.7	21	0.474563483635225	0.3425	0.977	0.156791666666667	0.0555	24	0.223235882102253	0.0115	0.308	0.213176470588235	0.123	17	0.244431799101027	0.0225	0.32975	0	0	24	0	0	0
2012_75_day	2012	75	day	24	3	3	24	0	3	3	0.588791666666667	0.5985	24	0.443729351428143	0.207	0.8555	0.588791666666667	0.5985	24	0.443729351428143	0.207	0.8555	0.385791666666667	0.436	24	0.300541537195294	0.2025	0.5695	0.385791666666667	0.436	24	0.300541537195294	0.2025	0.5695	1	1	24	0	1	1
2012_76_night	2012	76	night	24	3	3	24	0	3	3	0.598380952380952	0.626	21	0.426588030327912	0.25775	0.89575	0.556260869565217	0.513	23	0.433809365064185	0.24125	0.88875	0.0525652173913044	0.013	23	0.102881143288111	-0.009	0.08475	0.0568571428571429	0.013	21	0.106781686498334	-0.011	0.093	0	0	24	0	0	0
2012_76_day	2012	76	day	24	3	3	24	0	3	3	0.633958333333333	0.5195	24	0.493650420154628	0.2065	0.957	0.633958333333333	0.5195	24	0.493650420154628	0.2065	0.957	0.671958333333333	0.7555	24	0.333859835099632	0.3645	0.9285	0.671958333333333	0.7555	24	0.333859835099632	0.3645	0.9285	1	1	24	0	1	1
2012_77_night	2012	77	night	24	3	3	24	0	3	3	0.372235294117647	0.52	17	0.587586220206423	0.04925	0.74525	0.359722222222222	0.4635	18	0.572509111723592	0.055	0.731	0.0904285714285714	0.086	21	0.101939477842773	0.00925	0.16475	0.106470588235294	0.089	17	0.102597586257584	0.0215	0.184	0	0	24	0	0	0
2012_77_day	2012	77	day	24	3	3	24	0	3	3	1.1083	1.006	20	0.70530389866616	0.746	1.305	0.962666666666667	0.8775	24	0.755172635987909	0.4605	1.29	0.332541666666667	0.294	24	0.316764756928362	0.1225	0.5445	0.3715	0.404	20	0.331473822098883	0.1605	0.5905	1	1	24	0	1	1
2012_78_night	2012	78	night	24	3	3	24	0	3	3	0.94745	0.956	20	0.665094728116545	0.5165	1.405	0.918	0.915	22	0.643446375462041	0.403	1.37	0.589708333333333	0.124	24	0.763715316819643	0.0065	1.145	0.7067	0.354	20	0.787151433300714	0.032	1.565	0	0	24	0	0	0
2012_78_day	2012	78	day	24	3	3	24	0	3	3	0.66752380952381	0.757	21	0.589974882435483	0.2985	0.93875	0.630136363636363	0.72	22	0.601870124849329	0.213	0.875	0.453363636363636	0.3645	22	0.567499825504865	0.22	0.527	0.475238095238095	0.382	21	0.571931543522641	0.24625	0.57075	1	1	24	0	1	1
2012_79_night	2012	79	night	24	3	3	24	0	3	3	0.675583333333333	0.57	24	0.358356018830275	0.4315	0.792	0.675583333333333	0.57	24	0.358356018830275	0.4315	0.792	0.358125	0.1525	24	0.550019312902026	0.094	0.2705	0.358125	0.1525	24	0.550019312902026	0.094	0.2705	0	0	24	0	0	0
2012_79_day	2012	79	day	24	3	3	24	0	3	3	0.790708333333334	0.88	24	0.457926848075548	0.413	1.11	0.790708333333334	0.88	24	0.457926848075548	0.413	1.11	0.742541666666667	0.55	24	0.578684338310445	0.341	0.8605	0.742541666666667	0.55	24	0.578684338310445	0.341	0.8605	1	1	24	0	1	1
2012_80_night	2012	80	night	24	3	3	24	0	3	3	0.678125	0.6755	24	0.422744481618779	0.453	0.911	0.678125	0.6755	24	0.422744481618779	0.453	0.911	0.157291666666667	0.1345	24	0.09480161398675	0.104	0.2175	0.157291666666667	0.1345	24	0.09480161398675	0.104	0.2175	0	0	24	0	0	0
2012_80_day	2012	80	day	24	3	3	24	0	3	3	0.760380952380952	0.906	21	0.52408992321838	0.51975	1.1725	0.778478260869565	0.906	23	0.680989378475786	0.49925	1.1775	0.454304347826087	0.471	23	0.279025485115381	0.20975	0.65575	0.466428571428572	0.471	21	0.282746100137309	0.21325	0.66125	1	1	24	0	1	1
2012_81_night	2012	81	night	24	3	3	24	0	3	3	0.5958	0.658	20	0.491178025395659	0.1695	0.9285	0.576695652173913	0.603	23	0.463813484729154	0.20475	0.8775	0.0322083333333333	0.0095	24	0.0810689342562814	-0.014	0.0645	0.0406	0.0095	20	0.0854926281832779	-0.011	0.108	0	0	24	0	0	0
2012_81_day	2012	81	day	24	3	3	24	0	3	3	0.735916666666667	0.7925	24	0.439644215510547	0.4315	1.1	0.735916666666667	0.7925	24	0.439644215510547	0.4315	1.1	0.152333333333333	0.134	24	0.375753928113538	0.033	0.372	0.152333333333333	0.134	24	0.375753928113538	0.033	0.372	1	1	24	0	1	1
2012_82_night	2012	82	night	24	3	3	24	0	3	3	0.233133333333333	0.303	15	0.392772538076005	0.00325	0.43475	0.223157894736842	0.303	19	0.396551280578761	-0.077	0.43475	0.068625	0.058	24	0.132338765722835	-0.0005	0.166	0.0748666666666667	0.113	15	0.154608661126206	-0.013	0.17275	0	0	24	0	0	0
2012_82_day	2012	82	day	24	3	3	24	0	3	3	0.732375	0.6775	24	0.608319482173064	0.378	1.085	0.732375	0.6775	24	0.608319482173064	0.378	1.085	0.230333333333333	0.2065	24	0.171684662065095	0.1265	0.3925	0.230333333333333	0.2065	24	0.171684662065095	0.1265	0.3925	1	1	24	0	1	1
2012_83_night	2012	83	night	24	3	3	24	0	3	3	0.776142857142857	0.88	14	0.490042361927534	0.488	1.03	0.646166666666667	0.87	18	0.74059866483335	0.475	1.03	0.17975	0.1265	24	0.165491166190092	0.0165	0.314	0.261357142857143	0.2945	14	0.155614220797091	0.132	0.343	0	0	24	0	0	0
2012_83_day	2012	83	day	24	3	3	24	0	3	3	1.14414285714286	1.03	21	0.778377497472421	0.6775	1.4075	1.05033333333333	0.943	24	0.781127149181493	0.5365	1.39	0.432041666666667	0.33	24	0.418546499330062	0.1305	0.7175	0.485952380952381	0.452	21	0.412865895441907	0.19425	0.76	1	1	24	0	1	1
2012_84_night	2012	84	night	24	3	3	24	0	3	3	0.475785714285714	0.665	14	0.771638235142651	0.214	0.818	0.5075	0.638	18	0.686962816871995	0.381	0.818	0.00908333333333333	0.0115	24	0.154315012841933	-0.1215	0.141	0.0936428571428571	0.1205	14	0.137055074355506	0.018	0.163	0	0	24	0	0	0
2012_84_day	2012	84	day	24	3	3	24	0	3	3	0.764478260869565	0.723	23	0.790131224404311	0.39925	1.082	0.756958333333333	0.702	24	0.773641220023106	0.4545	1.044	0.33475	0.42	24	0.317826483970489	0.09	0.57	0.350391304347826	0.449	23	0.315383423085793	0.12325	0.5785	1	1	24	0	1	1
2012_85_night	2012	85	night	24	3	3	24	0	3	3	0.449714285714286	0.404	7	0.63457642415649	-0.0575	0.898	0.41925	0.453	12	0.564812297863796	-0.055	0.78	0.0173478260869565	0.03	23	0.133612264235549	-0.01825	0.058	0.0668571428571429	0.055	7	0.19747272264917	0.04	0.074	0	0	24	0	0	0
2012_85_day	2012	85	day	24	3	3	24	0	3	3	-0.0192777777777778	0.293	18	1.05393072690959	-0.523	0.662	-0.0706086956521739	0.047	23	0.938078729935453	-0.52025	0.59275	0.318260869565217	0.221	23	0.354352189647955	0.07	0.5075	0.385388888888889	0.412	18	0.372682507818635	0.087	0.617	1	1	24	0	1	1
2012_86_night	2012	86	night	24	3	3	24	0	3	3	0.762277777777778	0.725	18	0.76863284324339	0.245	1.21	0.762277777777778	0.725	18	0.76863284324339	0.245	1.21	0.37625	0.2405	24	0.404574843938456	0.0105	0.732	0.5	0.5305	18	0.395634412349702	0.029	0.804	0	0	24	0	0	0
2012_86_day	2012	86	day	24	3	3	24	0	3	3	-0.704809523809524	-0.832	21	0.685248905073742	-1.3475	-0.226	-0.659086956521739	-0.5	23	0.671423921977727	-1.3375	-0.222	0.97625	0.864	24	0.543901865349288	0.6715	1.37	1.05590909090909	0.8835	22	0.494091943351486	0.724	1.55	1	1	24	0	1	1
2012_87_night	2012	87	night	24	3	3	24	0	3	3	0.976166666666667	0.8625	18	0.658481698347664	0.592	1.08	0.9429	0.8625	20	0.648364493004879	0.587	1.09	0.480863636363636	0.6115	22	0.405284532085857	0.062	0.813	0.584777777777778	0.701	18	0.373761729000388	0.121	0.859	0	0	24	0	0	0
2012_87_day	2012	87	day	24	3	3	24	0	3	3	-0.403833333333333	-0.209	24	0.824344623304486	-1.041	0.261	-0.403833333333333	-0.209	24	0.824344623304486	-1.041	0.261	1.10020833333333	1.13	24	0.522873912739188	0.688	1.48	1.10020833333333	1.13	24	0.522873912739188	0.688	1.48	1	1	24	0	1	1
2012_88_night	2012	88	night	24	3	3	24	0	3	3	1.06575	1.07	20	0.581748261255403	0.6335	1.49	1.06575	1.07	20	0.581748261255403	0.6335	1.49	0.166958333333333	0.0805	24	0.279374686719664	0.032	0.164	0.1965	0.099	20	0.297818825179972	0.0445	0.1905	0	0	24	0	0	0
2012_88_day	2012	88	day	24	3	3	24	0	3	3	-0.140347826086957	-0.138	23	0.676885421262555	-0.621	0.323	-0.140347826086957	-0.138	23	0.676885421262555	-0.621	0.323	0.592130434782609	0.607	23	0.315276545900987	0.41025	0.77075	0.592130434782609	0.607	23	0.315276545900987	0.41025	0.77075	1	1	24	0	1	1
2012_89_night	2012	89	night	24	3	3	24	0	3	3	1.32458333333333	1.155	24	0.598626537904943	0.9735	1.75	1.32458333333333	1.155	24	0.598626537904943	0.9735	1.75	0.373333333333333	0.342	24	0.478528783984254	0.174	0.532	0.373333333333333	0.342	24	0.478528783984254	0.174	0.532	0	0	24	0	0	0
2012_89_day	2012	89	day	24	3	3	24	0	3	3	-0.816615384615385	-0.698	13	0.932623855801607	-1.48	-0.235	-0.816615384615385	-0.698	13	0.932623855801607	-1.48	-0.235	0.759375	0.745	16	0.614333012298704	0.395	1.0585	0.759375	0.745	16	0.614333012298704	0.395	1.0585	1	1	24	0	1	1
2012_90_night	2012	90	night	24	3	3	24	0	3	3	1.35204347826087	1.37	23	0.621942885295081	0.93025	1.5825	1.35204347826087	1.37	23	0.621942885295081	0.93025	1.5825	0.420565217391304	0.475	23	0.350056596214612	0.08725	0.64575	0.420565217391304	0.475	23	0.350056596214612	0.08725	0.64575	0	0	24	0	0	0
2012_90_day	2012	90	day	24	3	3	24	0	3	3	-0.774722222222222	-1.065	18	1.14786593834746	-1.43	-0.166	-0.774722222222222	-1.065	18	1.14786593834746	-1.43	-0.166	0.950375	0.847	24	0.500834938746854	0.73	1.275	0.950375	0.847	24	0.500834938746854	0.73	1.275	1	1	24	0	1	1
2012_91_night	2012	91	night	23	3	3	23	0	3	3	1.20061904761905	0.964	21	0.806786122599446	0.71925	1.6875	1.20061904761905	0.964	21	0.806786122599446	0.71925	1.6875	0.229136363636364	0.1885	22	0.184857550164482	0.091	0.396	0.235285714285714	0.2	21	0.187102683801474	0.086	0.4	0	0	23	0	0	0
2012_91_day	2012	91	day	25	3	3	25	0	3	3	-0.381153846153846	-0.446	13	1.22861085825645	-1.44	0.5105	-0.381153846153846	-0.446	13	1.22861085825645	-1.44	0.5105	0.7336	0.8	25	0.646438447701455	0.458	1.1625	0.7336	0.8	25	0.646438447701455	0.458	1.1625	1	1	25	0	1	1
2012_92_night	2012	92	night	23	4	4	23	0	4	4	1.47738095238095	1.66	21	0.932645402936747	1.1075	2	1.44563636363636	1.625	22	0.92226726554232	1.07	1.97	0.266130434782609	0.27	23	0.181181050671779	0.1135	0.359	0.285047619047619	0.282	21	0.177784835177378	0.205	0.3655	0	0	23	0	0	0
2012_92_day	2012	92	day	25	4	4	25	0	4	4	-1.18275	-1.065	8	0.795140373950232	-1.59	-0.7865	-0.946444444444445	-1.04	9	1.02751157062963	-1.345	-0.4565	1.12178260869565	1.09	23	0.652886176667721	0.5385	1.67	1.17372727272727	1.215	22	0.617692108679997	0.63	1.69	1	1	25	0	1	1
2012_93_night	2012	93	night	23	4	4	23	0	4	4	1.21533333333333	1.22	9	1.33152403282855	0.01375	2.275	1.21533333333333	1.22	9	1.33152403282855	0.01375	2.275	-0.109	-0.085	11	0.199795395342335	-0.1975	0.00925000000000001	-0.121111111111111	-0.099	9	0.220811256758144	-0.22375	0.02075	0	0	23	0	0	0
2012_93_day	2012	93	day	25	4	4	25	0	4	4	0.844611111111111	0.7285	18	0.602283999737557	0.502	1.26	0.844611111111111	0.7285	18	0.602283999737557	0.502	1.26	0.8025625	0.907	16	0.713690686385449	0.2185	1.335	0.8025625	0.907	16	0.713690686385449	0.2185	1.335	1	1	25	0	1	1
2012_94_night	2012	94	night	22	4	4	22	0	4	4	0.805666666666667	-0.13	3	2.07155650015473	-0.50725	2.3525	0.805666666666667	-0.13	3	2.07155650015473	-0.50725	2.3525	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	22	0	0	0
2012_94_day	2012	94	day	26	4	4	26	0	4	4	1.28375	1.0545	4	1.87627474445153	-0.2125	2.78	1.22683333333333	1.113	6	1.46308939120843	0.149	1.96	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1	1	26	0	1	1
2012_95_night	2012	95	night	22	4	4	22	0	4	4	0.776875	0.549	8	0.633247962604584	0.2935	1.47	1.07372727272727	0.776	11	0.854217898537497	0.355	1.5575	0.376428571428571	0.2335	14	0.366571582743023	0.144	0.648	0.555375	0.571	8	0.348521750704724	0.2285	0.8	0	0	22	0	0	0
2012_95_day	2012	95	day	26	4	4	26	0	4	4	0.0496	0.2995	10	1.50653548101449	-0.806	0.561	0.0631428571428571	0.2995	14	1.36849118808567	-0.806	0.837	2.48308695652174	2.33	23	2.27577736794672	0.55075	3.58	2.8448947368421	2.81	19	2.28515557201345	0.78125	5.0675	1	1	26	0	1	1
2012_96_night	2012	96	night	22	4	4	22	0	4	4	0.350545454545455	0.521	11	0.475594651701712	0.14275	0.64675	0.239230769230769	0.408	13	0.519988486065822	-0.16525	0.62625	0.0761363636363636	0.0535	22	0.102168066698034	0.013	0.086	0.0940909090909091	0.07	11	0.104816462967851	0.04425	0.17525	0	0	22	0	0	0
2012_96_day	2012	96	day	26	4	4	26	0	4	4	-1.37044444444444	-2.2	9	1.53641360895358	-2.4925	-0.275500000000001	-1.03758333333333	-1.278	12	1.48776241128221	-2.475	0.3695	0.715416666666667	0.705	24	0.775991310835858	0.1275	1.395	0.800761904761905	0.911	21	0.792892798855047	0.205	1.4225	1	1	26	0	1	1
2012_97_night	2012	97	night	22	4	4	22	0	4	4	0.675954545454545	0.9115	22	0.638178917834827	0.247	1.08	0.675954545454545	0.9115	22	0.638178917834827	0.247	1.08	0.333409090909091	0.4465	22	0.236989583675238	0.05	0.528	0.333409090909091	0.4465	22	0.236989583675238	0.05	0.528	0	0	22	0	0	0
2012_97_day	2012	97	day	26	4	4	26	0	4	4	-0.5084	-0.386	10	0.903540345283793	-0.886	0.329	-0.5084	-0.386	10	0.903540345283793	-0.886	0.329	1.51980769230769	1.575	26	0.613375579509375	0.915	2.14	1.51980769230769	1.575	26	0.613375579509375	0.915	2.14	1	1	26	0	1	1
2012_98_night	2012	98	night	22	4	4	22	0	4	4	0.729	0.632	21	0.531892094319891	0.36725	1.195	0.707136363636364	0.591	22	0.529106551106904	0.347	1.19	0.552636363636364	0.5595	22	0.299094752537839	0.361	0.619	0.576857142857143	0.576	21	0.283511954900368	0.367	0.62	0	0	22	0	0	0
2012_98_day	2012	98	day	26	4	4	26	0	4	4	-0.221391304347826	0.053	23	1.21262955218403	-1.19	0.8445	-0.180958333333333	0.0985	24	1.20240290140986	-1.18	0.814	1.04154166666667	1.085	24	0.515403765669855	0.8615	1.38	1.08921739130435	1.1	23	0.46977082967237	0.91325	1.395	1	1	26	0	1	1
2012_99_night	2012	99	night	22	4	4	22	0	4	4	1.05542857142857	1.14	14	0.85792179258823	0.314	1.95	0.9615625	1.0385	16	0.871638531254021	0.1005	1.785	0.242619047619048	0.137	21	0.330457179705703	0.03525	0.542	0.336785714285714	0.2285	14	0.371438405406588	0.119	0.583	0	0	22	0	0	0
2012_99_day	2012	99	day	26	4	4	26	0	4	4	-0.5425	-0.5215	20	0.929590203997665	-1.185	0.2015	-0.497904761904762	-0.475	21	0.928813485300569	-1.1025	0.25825	0.828125	0.717	24	0.538643974738174	0.3685	1.265	0.864565217391304	0.751	23	0.519622400147624	0.4025	1.2675	1	1	26	0	1	1
2012_100_night	2012	100	night	22	4	4	22	0	4	4	1.37086666666667	1.51	15	0.745408983297728	0.7725	1.94	1.29676470588235	1.51	17	0.835372710935945	0.7155	1.915	0.22047619047619	0.203	21	0.25349055584925	-0.014	0.46825	0.321133333333333	0.386	15	0.231304025864126	0.07025	0.50275	0	0	22	0	0	0
2012_100_day	2012	100	day	26	4	4	26	0	4	4	0.204791666666667	-0.056	24	0.977623559595084	-0.4875	1.17	0.2094	-0.038	25	0.95731704083165	-0.47125	1.145	0.75196	0.828	25	0.657051842196134	0.37475	1.2275	0.783875	0.837	24	0.651088407307667	0.396	1.245	1	1	26	0	1	1
2012_101_night	2012	101	night	22	4	4	22	0	4	4	0.2702	0.538	5	0.585885825054677	-0.24075	0.73	0.761555555555555	0.71	9	1.02121717953517	-0.12225	1.3075	0.00372727272727273	-0.0075	22	0.0939042987089373	-0.041	0.091	0.057	0.091	5	0.058107658703479	0.02575	0.09325	0	0	22	0	0	0
2012_101_day	2012	101	day	26	4	4	26	0	4	4	-0.409619047619048	-0.469	21	0.886701724154773	-0.95975	0.22825	-0.336434782608696	-0.456	23	0.879774187251115	-0.89575	0.35575	0.652739130434783	0.712	23	0.509078598806555	0.34575	1	0.721047619047619	0.856	21	0.477866453749421	0.37275	1.0025	1	1	26	0	1	1
2012_102_night	2012	102	night	22	4	4	22	0	4	4	1.7676	1.64	10	1.15326552787195	0.835	2.19	1.63245454545455	1.26	11	1.18233940673872	0.7165	2.1875	0.1182	0.012	15	0.64640745664016	-0.027	0.36975	0.41075	0.8565	4	1.29688174094634	-0.4085	1.23	0	0	22	0	0	0
2012_102_day	2012	102	day	26	4	4	26	0	4	4	-0.465357142857143	-1.0075	14	1.32587547896259	-1.27	0.776	-0.5179375	-1.0075	16	1.24760498389247	-1.27	0.728	0.48	0.5215	16	0.547205506794903	0.1125	0.6795	0.5325	0.524	14	0.56659736755749	0.197	0.703	1	1	26	0	1	1
2012_103_night	2012	103	night	22	4	4	22	0	4	4	1.05677272727273	1.095	22	0.437653802279097	0.858	1.33	1.05677272727273	1.095	22	0.437653802279097	0.858	1.33	1.47231818181818	1.3	22	0.885901391178372	0.774	2.18	1.47231818181818	1.3	22	0.885901391178372	0.774	2.18	0	0	22	0	0	0
2012_103_day	2012	103	day	26	4	4	26	0	4	4	-0.453125	-0.607	8	1.03408861702329	-1.085	0.4295	-0.453125	-0.607	8	1.03408861702329	-1.085	0.4295	1.68153846153846	1.89	26	0.950980724547842	0.902	2.41	1.68153846153846	1.89	26	0.950980724547842	0.902	2.41	1	1	26	0	1	1
2012_104_night	2012	104	night	22	4	4	22	0	4	4	0.797944444444445	0.721	18	0.527644986734588	0.495	1.24	0.797944444444445	0.721	18	0.527644986734588	0.495	1.24	0.848476190476191	0.388	21	0.929180532461137	0.074	1.3825	0.986833333333334	0.831	18	0.934276520976022	0.133	1.57	0	0	22	0	0	0
2012_104_day	2012	104	day	26	4	4	26	0	4	4	-0.34021052631579	-0.147	19	1.174496751755	-1.3125	0.69775	-0.34021052631579	-0.147	19	1.174496751755	-1.3125	0.69775	0.961423076923077	1.056	26	0.635676343626341	0.455	1.47	0.961423076923077	1.056	26	0.635676343626341	0.455	1.47	1	1	26	0	1	1
2012_105_night	2012	105	night	22	4	4	22	0	4	4	1.09375	1.025	12	0.730747204765593	0.637	1.185	0.949466666666666	1.02	15	0.830016339483461	0.575	1.1625	0.1745	0.129	20	0.358982113613947	-0.0185	0.4225	0.215833333333333	0.2265	12	0.422272603320594	0.115	0.4225	0	0	22	0	0	0
2012_105_day	2012	105	day	26	4	4	26	0	4	4	0.02876	-0.1	25	0.772733421045059	-0.279	0.521	0.02876	-0.1	25	0.772733421045059	-0.279	0.521	0.75588	0.428	25	0.900601156635574	0.28575	1.175	0.75588	0.428	25	0.900601156635574	0.28575	1.175	1	1	26	0	1	1
2012_106_night	2012	106	night	22	4	4	22	0	4	4	0.8488125	0.9095	16	0.313022303518455	0.536	1.0135	0.893777777777778	0.9095	18	0.400816747853027	0.542	1.05	0.8348	0.579	20	0.706476624562081	0.437	1.3	1.0039375	0.718	16	0.669298286142534	0.475	1.415	0	0	22	0	0	0
2012_106_day	2012	106	day	26	4	4	26	0	4	4	0.886615384615384	0.851	26	0.613695825432963	0.411	1.12	0.886615384615384	0.851	26	0.613695825432963	0.411	1.12	2.646	2.52	26	1.35247775582447	1.86	3.71	2.646	2.52	26	1.35247775582447	1.86	3.71	1	1	26	0	1	1
2012_107_night	2012	107	night	22	4	4	22	0	4	4	0.883736842105263	0.86	19	0.385285441387329	0.615	1.1625	0.883736842105263	0.86	19	0.385285441387329	0.615	1.1625	0.624842105263158	0.596	19	0.560086527358635	0.48	0.7475	0.624842105263158	0.596	19	0.560086527358635	0.48	0.7475	0	0	22	0	0	0
2012_107_day	2012	107	day	26	4	4	26	0	4	4	0.657307692307692	0.484	26	0.533480853956786	0.349	0.966	0.657307692307692	0.484	26	0.533480853956786	0.349	0.966	2.93584615384615	2.665	26	1.83383505675527	1.32	4.53	2.93584615384615	2.665	26	1.83383505675527	1.32	4.53	1	1	26	0	1	1
2012_108_night	2012	108	night	22	4	4	22	0	4	4	1.13245454545455	1.02	22	0.490086846266166	0.767	1.64	1.13245454545455	1.02	22	0.490086846266166	0.767	1.64	0.223090909090909	0.17	22	0.195157301411893	0.067	0.301	0.223090909090909	0.17	22	0.195157301411893	0.067	0.301	0	0	22	0	0	0
2012_108_day	2012	108	day	26	4	4	26	0	4	4	-0.36532	-0.508	25	0.676296761784352	-0.86525	0.2595	-0.36532	-0.508	25	0.676296761784352	-0.86525	0.2595	0.90456	0.83	25	0.561337397055758	0.5585	1.3075	0.90456	0.83	25	0.561337397055758	0.5585	1.3075	1	1	26	0	1	1
2012_109_night	2012	109	night	22	4	4	22	0	4	4	1.66041176470588	1.62	17	0.740703808787926	1.125	1.925	1.66041176470588	1.62	17	0.740703808787926	1.125	1.925	0.298157894736842	0.18	19	0.463752240265076	0.00874999999999999	0.4415	0.365470588235294	0.195	17	0.436015498240467	0.0875	0.532	0	0	22	0	0	0
2012_109_day	2012	109	day	26	4	4	26	0	4	4	-0.838473684210526	-0.984	19	1.10511192838961	-1.8225	0.0295000000000002	-0.838473684210526	-0.984	19	1.10511192838961	-1.8225	0.0295000000000002	0.893346153846154	0.6795	26	0.795453578397015	0.169	1.82	0.893346153846154	0.6795	26	0.795453578397015	0.169	1.82	1	1	26	0	1	1
